[INFO  | 2023-05-13 02:23:35] - Script started execution!
[DEBUG  | 2023-05-13 02:39:20] - https://sheets.googleapis.com:443 "PUT /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27%21AU3?valueInputOption=RAW HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 02:39:20] - https://sheets.googleapis.com:443 "PUT /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27%21AV3?valueInputOption=RAW HTTP/1.1" 200 None
[INFO  | 2023-05-13 02:39:20] - Updated the headers in Google Sheet successfully.
[DEBUG  | 2023-05-13 02:39:21] - https://sheets.googleapis.com:443 "POST /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values:batchUpdate HTTP/1.1" 200 None
[INFO  | 2023-05-13 02:39:21] - Updated the values in Google Sheet successfully.
[INFO  | 2023-05-13 02:39:21] - Script finished execution!
[INFO  | 2023-05-13 17:40:04] - Script started execution!
[DEBUG  | 2023-05-13 17:40:04] - Converted retries value: 3 -> Retry(total=3, connect=None, read=None, redirect=None, status=None)
[DEBUG  | 2023-05-13 17:40:04] - Making request: POST https://oauth2.googleapis.com/token
[DEBUG  | 2023-05-13 17:40:04] - Starting new HTTPS connection (1): oauth2.googleapis.com:443
[DEBUG  | 2023-05-13 17:40:04] - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 17:40:04] - Starting new HTTPS connection (1): sheets.googleapis.com:443
[DEBUG  | 2023-05-13 17:40:09] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 17:40:10] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 17:40:11] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27 HTTP/1.1" 200 None
[INFO  | 2023-05-13 17:41:08] - Successfully read Taxon.tsv.
[INFO  | 2023-05-13 17:41:11] - Successfully read Distribution.tsv.
[INFO  | 2023-05-13 17:41:11] - Cleaned names in Google Sheets DataFrame.
[INFO  | 2023-05-13 17:41:24] - Cleaned names in Taxon DataFrame.
[INFO  | 2023-05-13 17:47:07] - Script started execution!
[DEBUG  | 2023-05-13 17:47:07] - Converted retries value: 3 -> Retry(total=3, connect=None, read=None, redirect=None, status=None)
[DEBUG  | 2023-05-13 17:47:07] - Making request: POST https://oauth2.googleapis.com/token
[DEBUG  | 2023-05-13 17:47:07] - Starting new HTTPS connection (1): oauth2.googleapis.com:443
[DEBUG  | 2023-05-13 17:47:07] - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 17:47:07] - Starting new HTTPS connection (1): sheets.googleapis.com:443
[DEBUG  | 2023-05-13 17:47:08] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 17:47:09] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 17:47:10] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27 HTTP/1.1" 200 None
[INFO  | 2023-05-13 17:48:14] - Successfully read Taxon.tsv.
[INFO  | 2023-05-13 17:48:17] - Successfully read Distribution.tsv.
[INFO  | 2023-05-13 17:48:18] - Added a new column to store the original order of the rows.
[INFO  | 2023-05-13 17:48:18] - Cleaned names in Google Sheets DataFrame.
[INFO  | 2023-05-13 17:48:31] - Cleaned names in Taxon DataFrame.
[INFO  | 2023-05-13 18:07:54] - Applied search function to the DataFrame.
[INFO  | 2023-05-13 18:07:55] - Saved merged DataFrame to merged_output.csv.
[INFO  | 2023-05-13 18:07:55] - Total rows: 455
[INFO  | 2023-05-13 18:07:55] - Matched rows: 455
[INFO  | 2023-05-13 18:07:55] - Error rows: 0
[INFO  | 2023-05-13 18:07:55] - Match rate: 100.00%
[INFO  | 2023-05-13 18:07:55] - Error rate: 0.00%
[INFO  | 2023-05-13 18:29:08] - Script started execution!
[DEBUG  | 2023-05-13 18:29:08] - Converted retries value: 3 -> Retry(total=3, connect=None, read=None, redirect=None, status=None)
[DEBUG  | 2023-05-13 18:29:08] - Making request: POST https://oauth2.googleapis.com/token
[DEBUG  | 2023-05-13 18:29:08] - Starting new HTTPS connection (1): oauth2.googleapis.com:443
[DEBUG  | 2023-05-13 18:29:08] - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:29:08] - Starting new HTTPS connection (1): sheets.googleapis.com:443
[DEBUG  | 2023-05-13 18:29:09] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:29:10] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:29:11] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27 HTTP/1.1" 200 None
[INFO  | 2023-05-13 18:29:11] - Successfully read data from Google Sheet.
[INFO  | 2023-05-13 18:29:11] - Successfully wrote sheets data to google_sheets_data.csv file.
[INFO  | 2023-05-13 18:30:05] - Successfully read Taxon.tsv.
[INFO  | 2023-05-13 18:30:07] - Successfully read Distribution.tsv.
[INFO  | 2023-05-13 18:30:07] - Added a new column to store the original order of the rows.
[INFO  | 2023-05-13 18:30:07] - Cleaned names in Google Sheets DataFrame.
[INFO  | 2023-05-13 18:30:21] - Cleaned names in Taxon DataFrame.
[INFO  | 2023-05-13 18:42:46] - Applied search function to the DataFrame.
[INFO  | 2023-05-13 18:42:46] - Saved merged DataFrame to merged_output.csv.
[INFO  | 2023-05-13 18:42:46] - Total rows: 455
[INFO  | 2023-05-13 18:42:46] - Matched rows: 455
[INFO  | 2023-05-13 18:42:46] - Error rows: 0
[INFO  | 2023-05-13 18:42:46] - Match rate: 100.00%
[INFO  | 2023-05-13 18:42:46] - Error rate: 0.00%
[INFO  | 2023-05-13 18:50:38] - Script started execution!
[DEBUG  | 2023-05-13 18:50:38] - Converted retries value: 3 -> Retry(total=3, connect=None, read=None, redirect=None, status=None)
[DEBUG  | 2023-05-13 18:50:38] - Making request: POST https://oauth2.googleapis.com/token
[DEBUG  | 2023-05-13 18:50:38] - Starting new HTTPS connection (1): oauth2.googleapis.com:443
[DEBUG  | 2023-05-13 18:50:38] - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:50:38] - Starting new HTTPS connection (1): sheets.googleapis.com:443
[DEBUG  | 2023-05-13 18:50:44] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:50:45] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:50:46] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27 HTTP/1.1" 200 None
[INFO  | 2023-05-13 18:50:46] - Successfully read data from Google Sheet.
[INFO  | 2023-05-13 18:50:46] - Successfully wrote sheets data to google_sheets_data.csv file.
[INFO  | 2023-05-13 18:51:47] - Successfully read Taxon.tsv.
[INFO  | 2023-05-13 18:51:50] - Successfully read Distribution.tsv.
[INFO  | 2023-05-13 18:51:50] - Added a new column to store the original order of the rows.
[INFO  | 2023-05-13 18:51:50] - Cleaned names in Google Sheets DataFrame.
[INFO  | 2023-05-13 18:52:04] - Cleaned names in Taxon DataFrame.
[INFO  | 2023-05-13 18:54:12] - Script started execution!
[DEBUG  | 2023-05-13 18:54:12] - Converted retries value: 3 -> Retry(total=3, connect=None, read=None, redirect=None, status=None)
[DEBUG  | 2023-05-13 18:54:12] - Making request: POST https://oauth2.googleapis.com/token
[DEBUG  | 2023-05-13 18:54:12] - Starting new HTTPS connection (1): oauth2.googleapis.com:443
[DEBUG  | 2023-05-13 18:54:12] - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:54:12] - Starting new HTTPS connection (1): sheets.googleapis.com:443
[DEBUG  | 2023-05-13 18:54:13] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:54:13] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-13 18:54:14] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27 HTTP/1.1" 200 None
[INFO  | 2023-05-13 18:54:14] - Successfully read data from Google Sheet.
[INFO  | 2023-05-13 18:54:14] - Successfully wrote sheets data to google_sheets_data.csv file.
[INFO  | 2023-05-13 18:55:09] - Successfully read Taxon.tsv.
[INFO  | 2023-05-13 18:55:13] - Successfully read Distribution.tsv.
[INFO  | 2023-05-13 18:55:13] - Added a new column to store the original order of the rows.
[INFO  | 2023-05-13 18:55:13] - Cleaned names in Google Sheets DataFrame.
[INFO  | 2023-05-13 18:55:26] - Cleaned names in Taxon DataFrame.
[INFO  | 2023-05-13 20:09:43] - Applied search function to the DataFrame.
[INFO  | 2023-05-13 20:09:44] - Saved merged DataFrame to merged_output.csv.
[INFO  | 2023-05-13 20:09:44] - Total rows: 455
[INFO  | 2023-05-13 20:09:44] - Matched rows: 455
[INFO  | 2023-05-13 20:09:44] - Error rows: 0
[INFO  | 2023-05-13 20:09:44] - Match rate: 100.00%
[INFO  | 2023-05-13 20:09:44] - Error rate: 0.00%
[INFO  | 2023-05-14 03:42:03] - Script started execution!
[INFO  | 2023-05-14 03:57:47] - Script started execution!
[INFO  | 2023-05-14 05:36:36] - Script started execution!
[INFO  | 2023-05-14 05:41:48] - Script started execution!
[DEBUG  | 2023-05-14 05:41:48] - Converted retries value: 3 -> Retry(total=3, connect=None, read=None, redirect=None, status=None)
[DEBUG  | 2023-05-14 05:41:48] - Making request: POST https://oauth2.googleapis.com/token
[DEBUG  | 2023-05-14 05:41:48] - Starting new HTTPS connection (1): oauth2.googleapis.com:443
[DEBUG  | 2023-05-14 05:41:49] - https://oauth2.googleapis.com:443 "POST /token HTTP/1.1" 200 None
[DEBUG  | 2023-05-14 05:41:49] - Starting new HTTPS connection (1): sheets.googleapis.com:443
[DEBUG  | 2023-05-14 05:41:54] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-14 05:41:54] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0?includeGridData=false HTTP/1.1" 200 None
[DEBUG  | 2023-05-14 05:42:02] - https://sheets.googleapis.com:443 "GET /v4/spreadsheets/1nUHVUJpmMffuB-sQ_caVUAD6gpK2KSnGVdOTLw_Ztl0/values/%27Names_Src_Details%27 HTTP/1.1" 200 None
[INFO  | 2023-05-14 05:42:02] - Successfully read data from Google Sheet.
[INFO  | 2023-05-14 05:42:02] - Successfully wrote sheets data to google_sheets_data.csv file.
[INFO  | 2023-05-14 05:43:20] - Successfully read Taxon.tsv.
[INFO  | 2023-05-14 05:43:23] - Successfully read Distribution.tsv.
[ERROR  | 2023-05-14 05:43:23] - Error while reading country_list.csv: [Errno 2] No such file or directory: 'country_list.csv'
[INFO  | 2023-05-14 05:43:23] - Added a new column to store the original order of the rows.
[INFO  | 2023-05-14 05:43:23] - Cleaned names in Google Sheets DataFrame.
[INFO  | 2023-05-14 05:43:36] - Cleaned names in Taxon DataFrame.
[INFO  | 2023-05-14 06:04:52] - Applied search function to the DataFrame.
[INFO  | 2023-05-14 06:04:52] - Saved merged DataFrame to merged_output.csv.
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from Mexico: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:52] - Error while extracting countries from Mexico: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Myanmar, Thailand: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Myanmar, Thailand: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Paraguay, Argentina: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Angola, Central, East, Southern Africa: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from nan: [E1041] Expected a string, Doc, or bytes as input, but got: <class 'float'>
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Ethiopia, Eritrea, Sudan (Jumhūriyyat), Republic of South Sudan (RSS), Chad, Niger, Mali, S Mauritania, Senegal, Central African Republic (range generally lies along the southern perimeter of the Sahara Desert), Cameroon: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Nicaragua (Great Corn Island and mainland locations), SE Panama, Colombia (west of the Andes in Choco), east of the Andes in E Colombia, Venezuela, Guyana, French Guiana, Suriname, E Brazil (south to Rio de Janeiro; seems absent from almost all but the eastern parts of the Amazon Basin: Rio Grande do Sul, Goias, Espírito Santo, Ceará, Bahia etc.), Peru, E Bolivia, Paraguay, N Argentina, Trinidad, Virgin Islands (St. Croix); introduced to a number of Carribean Islands (incl. Providencia, Grenadine islands, St. Kitts): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Nicaragua (Great Corn Island and mainland locations), SE Panama, Colombia (west of the Andes in Choco), east of the Andes in E Colombia, Venezuela, Guyana, French Guiana, Suriname, E Brazil (south to Rio de Janeiro; seems absent from almost all but the eastern parts of the Amazon Basin: Rio Grande do Sul, Goias, Espírito Santo, Ceará, Bahia etc.), Peru, E Bolivia, Paraguay, N Argentina, Trinidad, Virgin Islands (St. Croix); introduced to a number of Carribean Islands (incl. Providencia, Grenadine islands, St. Kitts): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from SE Venezuela, Caribbean lowlands of Guyana, French Guiana, and Suriname; Brazil (Amazon Basin, isolated range in E Brazil, Espírito Santo, Pará, Rio de Janeiro), E Ecuador, Colombia, NE Peru (Pasco), N/E Bolivia, Trinidad, Guadeloupe.: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Ecuador (Galapagos: Charles [Floreana]: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Nepal, Bangladesh, Bhutan, NE India (Assam, Jalpaiguri, East Bengal, and Singhbhum in Bihar), Myanmar (= Burma), Laos, Thailand (incl. Phuket), Cambodia, Vietnam, W Malaysia, S China: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S Sudan (Jumhūriyyat), Republic of South Sudan (RSS), Ethiopia, Somalia, Kenya, Uganda, Tanzania,: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from E Spain (also introduced to the Balearics: Mallorca, Menorca),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Azerbaijan, S Kazakhstan, Kyrgyzstan, Tajikistan, Turkmenistan, Uzbekistan, N/E Iran, Afghanistan, N Pakistan, N/W Baluchistan, NW China (Xinjiang); elevations up to 2400 m (in Afghanistan fide WERNING & WOLF 2007).: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Aldabra Atoll (Indian Ocean, Grande Terre, Picard, Malabar), introduced on Curieuse and Fregate (granitic Seychelles). Small groups exist on Cerf, Moyenne, Silhouette, Cousin, Cousine, Bird and Denis in the central Seychelles, on several of the Amirantes, and on Changu Island near Zanzibar (Tanzania).: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from USA (S Maine, S New Hampshire, SE New York, Massachusetts, Connecticut, Pennsylvania, New Jersey, Delaware, Maryland, West Virginia, Virginia, North Carolina, South Carolina, Georgia, Florida, Alabama, Mississippi, Louisiana, Missouri, Arkansas, S Illinois, Indiana, Michigan, Ohio, Kentucky, Tennessee, E Kansas, E Oklahoma, C/E Texas): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Japan (Honshu, Kyushu) [?], South Korea, Taiwan, China (south of the Yangtze River west to Canton: Sichuan, Shaanxi, Hubei, Henan, Anhui, Zhejiang, Jiangxi, Hong Kong, Fujian), Timor-Leste.: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from USA (SW South Carolina, S Georgia, Florida, S Alabama): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Papua New Guinea (Fly, Strickland, Morehead, Lorentz, Stekwa rivers, Lake Jamur),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Australia (New South Wales, Queensland, South Australia, Victoria): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from USA (introduced to Florida): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S Canada (from Nova Scotia, New Brunswick, S Quebec, Ontario, west to Manitoba, SE Alberta, Saskatchewan),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S Canada (from Nova Scotia, New Brunswick, S Quebec, Ontario, west to Manitoba, SE Alberta, Saskatchewan),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S Canada (Nova Scotia, New Brunswick, Quebec, Ontario, Manitoba, Saskatchewan, Alberta ?, British Columbia),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Canada (S Ontario, Quebec),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from India (Nicobar Islands, Assam), Bhutan, Bangladesh, Myanmar (= Burma), Thailand, Cambodia, Vietnam, West Malaysia (incl. Pulau Pangkor, Tuba Island), Singapore, Philippines (Panay, Luzon, Mindanao, Cebu, Sibuyan etc.),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from C Vietnam, Laos: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S China (Fukien, Hunan, and possibly Sichuan provinces, Guangxi),: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Vietnam (Tonkin, Annam), China (Hainan Island, Guangxi): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from China (Hainan Island), Vietnam, Thailand, Myanmar (= Burma), E India (Assam, Nagaland etc.), Bhutan: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S China (Kwangsi, Kwangtung, Hainan Island, Hong Kong): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from SE Australia (from SC Queensland southward to N Victoria and SE South Australia): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from S Papua New Guinea,: name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Japan (Ryukyu islands: Okinawa): name 'valid_countries' is not defined
[ERROR  | 2023-05-14 06:04:53] - Error while extracting countries from Canada (S Quebec, S Ontario),: name 'valid_countries' is not defined
